X,Y,dow
385148,6680386,7.0
571280,6851440,7.0
533749,6972611,7.0
586122,7198862,7.0
432055,7206775,7.0
590612,7195538,7.0
514469,6839204,7.0
431770,7200538,7.0
514735,6839634,7.0
336462,6819793,7.0
329404,6822887,7.0
435490,6902198,7.0
327889,6821865,7.0
236194,6715746,7.0
243688,6710451,7.0
492115,6706405,7.0
263062,6677110,7.0
557361,6780899,7.0
370653,6676088,7.0
386900,6674299,7.0
389313,6696356,7.0
395231,6705522,7.0
386271,6672533,7.0
384643,6671579,7.0
388209,6680118,7.0
385220,6680119,7.0
384108,6672765,7.0
386684,6671920,7.0
386754,6674063,7.0
382714,6671027,7.0
427274,7211304,7.0
230968,7007365,7.0
387268,7294543,7.0
645576,6946095,7.0
641555,6944968,7.0
335827,6821791,7.0
514246,6818626,7.0
241890,6706234,7.0
331879,6817880,7.0
477145,6746553,7.0
497311,6711089,7.0
244766,6706726,7.0
226263,6827160,7.0
426067,6695538,7.0
395738,6697875,7.0
387860,6684396,7.0
384633,6672182,7.0
385487,6671481,7.0
385774,6671835,7.0
389844,6679132,7.0
385155,6672422,7.0
383212,6679570,7.0
516123,6842052,7.0
535858,6975264,7.0
309377,7084947,7.0
638919,6945737,7.0
428241,7209189,7.0
641703,6944076,7.0
520651,7024411,7.0
230210,7008970,7.0
534224,6973665,7.0
437082,7205570,7.0
314041,6819026,7.0
237169,6709279,7.0
239265,6711085,7.0
362203,6764476,7.0
228039,6714744,7.0
482456,6747928,7.0
392969,6688444,7.0
387249,6685425,7.0
386317,6671458,7.0
315412,6747784,7.0
383148,6723307,7.0
391223,6674651,7.0
387420,6674029,7.0
386317,6671458,7.0
387040,6671602,7.0
384345,6671853,7.0
389834,6680094,7.0
386558,6674007,7.0
251160,6930765,7.0
437601,6900322,7.0
504629,6945863,7.0
238752,6711159,7.0
259778,6739929,7.0
207196,6789137,7.0
240088,6711170,7.0
221546,6826777,7.0
195832,6753560,7.0
397290,6675930,7.0
286239,6969387,7.0
601297,6861257,7.0
290806,7059166,7.0
430253,7210195,7.0
558456,6976443,7.0
532062,6977067,7.0
315946,6775883,7.0
437639,6904239,7.0
238358,6710551,7.0
495048,6705121,7.0
376757,6736561,7.0
241613,6717819,7.0
286238,6699578,7.0
223534,6827357,7.0
443466,6756363,7.0
378776,6682080,7.0
597615,6780742,7.0
376765,6698192,7.0
374822,6680362,7.0
425473,6694578,7.0
378639,6682931,7.0
423142,6759881,7.0
427166,6762830,7.0
297950,6746810,7.0
387502,6676778,7.0
395149,6676069,7.0
382152,6683347,7.0
387538,6674127,7.0
392500,6675736,7.0
385978,6674615,7.0
496828,6703370,7.0
336814,6682064,7.0
395520,6707731,7.0
497371,6709334,7.0
228040,7011619,7.0
532549,6973666,7.0
535215,6973969,7.0
381328,6904750,7.0
239710,6711290,7.0
393296,6678390,7.0
384433,6674164,7.0
230007,7006679,7.0
534372,6984012,7.0
241066,6710833,7.0
491152,6728237,7.0
396751,6705222,7.0
387418,6686269,7.0
427726,6696932,7.0
385393,6670782,7.0
232441,7009615,7.0
326838,6822777,7.0
330282,6819645,7.0
383753,6672463,7.0
393942,6692404,7.0
239777,6711754,7.0
228270,6715537,7.0
385250,6671900,7.0
227887,7007762,7.0
441457,7378070,7.0
434163,6902660,7.0
327309,6822366,7.0
330378,6819718,7.0
479662,6752397,7.0
492960,6705829,7.0
236706,6715575,7.0
245079,6720690,7.0
393197,6704204,7.0
386075,6670436,7.0
384739,6673526,7.0
382927,6670196,7.0
393884,6688556,7.0
427016,6762890,7.0
383018,6674245,7.0
457540,6702625,7.0
392365,6688637,7.0
387763,6684747,7.0
238883,6710862,7.0
262970,6708538,7.0
242732,6713131,7.0
238180,6713224,7.0
244352,6712249,7.0
514648,6839865,7.0
393119,6689124,7.0
390804,6687054,7.0
320468,6823641,7.0
489465,7533160,7.0
518811,7029963,7.0
230878,6939916,7.0
573340,7266082,7.0
384612,6677205,7.0
545987,6880984,7.0
432924,6932417,7.0
388746,7292759,7.0
497276,6702435,7.0
282767,7056071,7.0
421447,7188105,7.0
534238,7120517,7.0
482082,6748198,7.0
642400,6944997,7.0
520463,6975589,7.0
431453,7212068,7.0
434024,7381167,7.0
422237,7226215,7.0
391401,6688265,7.0
498692,6711847,7.0
332042,6930185,7.0
330488,6795382,7.0
283931,7071065,7.0
185149,6729506,7.0
438758,6907250,7.0
347342,6689775,7.0
381302,6678379,7.0
299667,7064187,7.0
338670,6782411,7.0
297681,6787649,7.0
299063,6708461,7.0
435887,7182952,7.0
633647,6939837,7.0
304727,7080603,7.0
378403,6743764,7.0
569311,6771147,7.0
240643,6717660,7.0
298053,6746891,7.0
393967,6676143,7.0
352539,6691435,7.0
391925,6678873,7.0
324428,6823610,7.0
314690,6798136,7.0
484123,7029794,7.0
428340,7209894,7.0
480701,7166373,7.0
371442,6693409,7.0
494321,6751309,7.0
483944,6747988,7.0
231913,6801013,7.0
235956,6714261,7.0
283530,6681914,7.0
446131,6921624,7.0
518217,7149119,7.0
505107,6935260,7.0
430008,7193924,7.0
337392,7081433,7.0
426300,7212603,7.0
204297,6846046,7.0
404644,6860357,7.0
311050,6840333,7.0
291268,6753706,7.0
446216,6819922,7.0
239275,6806484,7.0
525322,7774393,7.0
534174,7420509,7.0
366324,6761159,7.0
223275,6826277,7.0
433489,6901025,7.0
247300,6992800,7.0
436267,7201434,7.0
534505,7113013,7.0
543920,6909337,7.0
510504,6715413,7.0
487978,6747135,7.0
387700,6688572,7.0
595000,6782106,7.0
381628,6731175,7.0
409800,6687883,7.0
551869,7125288,7.0
559195,7179963,7.0
577168,6926126,7.0
430903,6889562,7.0
250770,7003277,7.0
534933,6996149,7.0
431008,6923159,7.0
252342,6708444,7.0
367277,6764477,7.0
545962,6718680,7.0
316576,6745967,7.0
425255,6695671,7.0
209530,6817383,7.0
359124,6733744,7.0
262958,6994690,7.0
338248,6989544,7.0
357598,6816264,7.0
342438,6818461,7.0
341200,6795856,7.0
298434,6989964,7.0
252342,6708444,7.0
245143,6826474,7.0
248295,6715127,7.0
393913,6682447,7.0
462215,7215508,7.0
487249,7012355,7.0
342927,7097016,7.0
242384,6762006,7.0
297960,6847293,7.0
235892,6709849,7.0
466295,6755470,7.0
482689,6744940,7.0
276474,6726546,7.0
361699,6765308,7.0
462241,7213573,7.0
260839,7027157,7.0
421341,6930253,7.0
226376,6821933,7.0
399608,6679349,7.0
343643,6663644,7.0
391900,7066027,7.0
411076,7283569,7.0
630729,6947898,7.0
446905,7057267,7.0
275800,6989071,7.0
304592,6802208,7.0
496197,6706817,7.0
239331,6685456,7.0
566327,7112445,7.0
559121,6933744,7.0
324515,6944815,7.0
312454,6875761,7.0
432745,6902562,7.0
238315,6711487,7.0
433143,6736041,7.0
402211,6713105,7.0
392618,6676382,7.0
532043,6961369,7.0
290276,6756456,7.0
197876,6764423,7.0
240638,6717620,7.0
234836,6709323,7.0
287399,6700729,7.0
448523,6786415,7.0
406255,6802329,7.0
363742,6693448,7.0
331439,7017658,7.0
503879,6834658,7.0
258050,6688259,7.0
259531,6732484,7.0
395082,6691199,7.0
424118,7246889,7.0
330862,6992463,7.0
273271,6984230,7.0
378448,7107397,7.0
333483,6819965,7.0
436839,6733286,7.0
244987,6709412,7.0
239422,6774397,7.0
451585,7191076,7.0
581723,6932716,7.0
281925,6816570,7.0
481150,6749098,7.0
426159,7213300,7.0
329077,7097216,7.0
233465,6708961,7.0
428860,6763300,7.0
354293,6761509,7.0
490633,6756586,7.0
408260,6686869,7.0
253250,6927982,7.0
379379,6761578,7.0
226514,6713785,7.0
397189,6673828,7.0
424162,7241775,7.0
357712,6818688,7.0
332950,6680001,7.0
353953,6803718,7.0
434654,6933797,7.0
382264,6682714,7.0
236581,6715752,7.0
440176,6761735,7.0
382358,6675920,4.0
382288,6675915,4.0
381217,6675996,4.0
379590,6676662,4.0
377438,6676556,4.0
362926,6682223,4.0
356379,6686522,4.0
356028,6686669,4.0
354083,6687042,4.0
343354,6687147,4.0
287706,6704281,4.0
276865,6706702,4.0
276391,6706607,4.0
258407,6708727,4.0
251427,6709057,4.0
250417,6708679,4.0
241477,6710746,4.0
354053,6687679,4.0
353584,6688732,4.0
352870,6690809,4.0
352785,6704376,4.0
351749,6707222,4.0
350997,6708664,4.0
349693,6711268,4.0
345509,6717710,4.0
334550,6724725,4.0
320551,6739953,4.0
311936,6749972,4.0
307993,6755600,4.0
302368,6762552,4.0
298103,6765439,4.0
288277,6770364,4.0
285282,6772703,4.0
284681,6773188,4.0
283517,6774104,4.0
271218,6786464,4.0
270362,6787496,4.0
269096,6788872,4.0
264398,6790293,4.0
261880,6790899,4.0
243285,6803014,4.0
233705,6811662,4.0
230664,6815937,4.0
229988,6816901,4.0
229622,6817425,4.0
225098,6823162,4.0
224511,6824016,4.0
221501,6827271,4.0
220663,6828159,4.0
220515,6828606,4.0
215740,6832900,4.0
383570,6676485,4.0
383904,6679009,4.0
382433,6683187,4.0
382045,6684577,4.0
381823,6685358,4.0
381737,6685579,4.0
380557,6688626,4.0
380231,6689215,4.0
379970,6689659,4.0
380893,6702247,4.0
380914,6702293,4.0
381785,6710869,4.0
379355,6719152,4.0
377162,6730013,4.0
376102,6734101,4.0
374413,6741961,4.0
374256,6742309,4.0
368685,6750329,4.0
362647,6764115,4.0
359458,6768582,4.0
357182,6771382,4.0
346666,6777551,4.0
344352,6780498,4.0
337389,6783834,4.0
336920,6784234,4.0
334629,6785998,4.0
330302,6789516,4.0
330280,6791797,4.0
329101,6798859,4.0
329897,6801037,4.0
328506,6807465,4.0
328488,6808482,4.0
328534,6808934,4.0
328447,6810516,4.0
327238,6813606,4.0
327213,6813645,4.0
327236,6816051,4.0
325483,6818789,4.0
317327,6827817,4.0
317349,6829549,4.0
306540,6835897,4.0
300982,6837108,4.0
297902,6840869,4.0
297361,6841803,4.0
296749,6843165,4.0
296626,6846556,4.0
290390,6853771,4.0
286636,6861115,4.0
292574,6892574,4.0
266005,6956306,4.0
257078,6977959,4.0
248041,6992161,4.0
246771,6993648,4.0
233984,7000612,4.0
387989,6677532,4.0
390290,6678708,4.0
392466,6680325,4.0
393041,6681308,4.0
393916,6682913,4.0
394556,6684473,4.0
394601,6684791,4.0
394674,6685582,4.0
394910,6686792,4.0
395776,6690693,4.0
395936,6692885,4.0
395990,6693058,4.0
396208,6695191,4.0
399954,6713017,4.0
400218,6713523,4.0
400551,6714510,4.0
400641,6714866,4.0
402526,6717678,4.0
423226,6750573,4.0
426598,6756554,4.0
427592,6757015,4.0
436663,6765403,4.0
439619,6771142,4.0
441160,6774461,4.0
448545,6789175,4.0
448789,6803012,4.0
449263,6807063,4.0
447116,6826525,4.0
448449,6834948,4.0
450122,6881818,4.0
449620,6883162,4.0
441450,6902138,4.0
438883,6901412,4.0
436419,6902184,4.0
434150,6904594,4.0
432722,6914711,4.0
432696,6914983,4.0
432436,6922608,4.0
432300,6939186,4.0
432531,6944807,4.0
436832,6952273,4.0
437481,6958847,4.0
439743,6974575,4.0
439530,6978239,4.0
440183,6980474,4.0
440501,6986318,4.0
442649,6994474,4.0
441867,6996798,4.0
437950,7001205,4.0
437746,7045893,4.0
443903,7079433,4.0
439186,7098201,4.0
441584,7109093,4.0
441569,7112572,4.0
444741,7131134,4.0
436284,7157556,4.0
436761,7159570,4.0
435032,7168780,4.0
431838,7179791,4.0
429025,7190272,4.0
430228,7204223,4.0
429531,7208717,4.0
429587,7209248,4.0
429722,7212058,4.0
428789,7213193,4.0
428642,7213369,4.0
428354,7213673,4.0
424515,7251316,4.0
411132,7283356,4.0
402487,7285297,4.0
399404,7285633,4.0
390333,7290479,4.0
390204,7290636,4.0
427614,7362384,4.0
427683,7362530,4.0
441789,7375146,4.0
441820,7375167,4.0
448672,7381024,4.0
449063,7381159,4.0
459800,7387856,4.0
484887,7456639,4.0
485988,7458825,4.0
481744,7476980,4.0
488958,7495832,4.0
491756,7538848,4.0
504869,7553244,4.0
521836,7616884,4.0
514278,7633168,4.0
499832,7653239,4.0
453028,6797991,4.0
453446,6798220,4.0
453652,6798332,4.0
475858,6811396,4.0
501329,6828505,4.0
503942,6834091,4.0
512848,6838193,4.0
514504,6838657,4.0
514523,6838671,4.0
520567,6841265,4.0
521138,6841494,4.0
532805,6854052,4.0
533026,6854369,4.0
540395,6860780,4.0
542514,6912556,4.0
541888,6922731,4.0
531067,6939224,4.0
529442,6950302,4.0
531464,6970352,4.0
531557,6971511,4.0
533132,6974198,4.0
535906,6984470,4.0
534324,6986993,4.0
533265,6988736,4.0
532834,6995632,4.0
530484,7002229,4.0
527366,7006898,4.0
522255,7021228,4.0
512792,7043045,4.0
512214,7044566,4.0
512480,7048825,4.0
533580,7121556,4.0
538481,7123159,4.0
538486,7123179,4.0
539772,7125924,4.0
552216,7134403,4.0
589870,7188149,4.0
591170,7190193,4.0
591868,7196265,4.0
591766,7196320,4.0
585264,7199797,4.0
598671,7319023,4.0
596558,7326017,4.0
597145,7326855,4.0
545453,7391773,4.0
523117,7399298,4.0
517500,7400300,4.0
519487,7420026,4.0
520280,7423830,4.0
482729,7477774,4.0
457536,6721582,4.0
466625,6731790,4.0
473747,6741437,4.0
476093,6747039,4.0
476399,6747219,4.0
478184,6748244,4.0
481846,6749099,4.0
502166,6752436,4.0
534195,6755012,4.0
539304,6756832,4.0
549403,6761791,4.0
551042,6763393,4.0
554904,6765576,4.0
559531,6767096,4.0
585868,6780197,4.0
595515,6785746,4.0
597372,6786452,4.0
610687,6798373,4.0
621884,6809208,4.0
633707,6825347,4.0
644949,6863401,4.0
653200,6885910,4.0
661352,6904958,4.0
661819,6907466,4.0
652670,6930605,4.0
650567,6933308,4.0
648884,6934798,4.0
643407,6944195,4.0
642309,6946275,4.0
645258,6973159,4.0
612243,7019054,4.0
587006,7065539,4.0
578178,7076578,4.0
564344,7099166,4.0
555251,7111007,4.0
401224,6682673,4.0
401745,6682930,4.0
405673,6683487,4.0
406115,6683494,4.0
406347,6683548,4.0
412261,6687579,4.0
413045,6687995,4.0
416323,6689362,4.0
417926,6690782,4.0
418108,6691168,4.0
420011,6692799,4.0
420610,6693411,4.0
420833,6693575,4.0
438479,6705629,4.0
465622,6705855,4.0
494096,6707488,4.0
494524,6707668,4.0
504657,6714811,4.0
527021,6714438,4.0
527895,6714330,4.0
536674,6716000,4.0
232196,6723693,4.0
231930,6724283,4.0
231510,6725472,4.0
231006,6726697,4.0
230408,6728050,4.0
229963,6729115,4.0
229538,6731991,4.0
229371,6733213,4.0
224764,6742862,4.0
224320,6743473,4.0
220706,6750660,4.0
218892,6754320,4.0
210739,6761943,4.0
209976,6763290,4.0
207542,6770197,4.0
207560,6771870,4.0
204397,6780729,4.0
206306,6790288,4.0
210857,6793556,4.0
215996,6796025,4.0
216948,6797747,4.0
216384,6803069,4.0
215710,6805769,4.0
214743,6816377,4.0
214963,6816687,4.0
215158,6816911,4.0
217850,6819436,4.0
219221,6821691,4.0
224280,6834382,4.0
223510,6840971,4.0
223484,6841101,4.0
221472,6852479,4.0
221475,6852887,4.0
218872,6865335,4.0
214621,6904589,4.0
215123,6912175,4.0
210636,6927096,4.0
211099,6929382,4.0
218868,6954530,4.0
219324,6955606,4.0
233238,6987670,4.0
234629,6991578,4.0
234822,6992561,4.0
228975,7007899,4.0
229445,7008049,4.0
247020,7013105,4.0
249877,7014053,4.0
264904,7024347,4.0
268883,7028201,4.0
271649,7035072,4.0
277038,7040734,4.0
294662,7062586,4.0
298440,7067683,4.0
304083,7075679,4.0
305838,7078876,4.0
307518,7080434,4.0
309251,7083971,4.0
312646,7085730,4.0
318970,7086433,4.0
359578,7145024,4.0
368357,7151676,4.0
368357,7151677,4.0
373722,7157915,4.0
378222,7171356,4.0
418715,7185225,4.0
420041,7184963,4.0
426596,7187743,4.0
241277,6716383,4.0
250626,6724726,4.0
272158,6741670,4.0
274612,6744696,4.0
282067,6750572,4.0
282432,6750823,4.0
283576,6751814,4.0
287783,6756300,4.0
291277,6758323,4.0
299404,6762167,4.0
303922,6763855,4.0
312722,6776275,4.0
322578,6786094,4.0
333482,6820410,4.0
336287,6824550,4.0
341814,6826655,4.0
346415,6829871,4.0
347855,6833078,4.0
349617,6835400,4.0
351077,6836801,4.0
351607,6837165,4.0
359009,6841599,4.0
373528,6844103,4.0
382476,6846668,4.0
399544,6856980,4.0
402993,6858708,4.0
403690,6858868,4.0
407652,6861313,4.0
419108,6874249,4.0
419154,6874248,4.0
423957,6876690,4.0
425754,6877610,4.0
427142,6879592,4.0
428972,6886390,4.0
430633,6890150,4.0
434144,6900620,4.0
434227,6900726,4.0
435094,6901350,4.0
435160,6901417,4.0
435299,6901577,4.0
436034,6902163,4.0
443519,6900192,4.0
464949,6903980,4.0
493059,6926879,4.0
532718,6972828,4.0
543140,6981781,4.0
559063,6975884,4.0
561955,6974637,4.0
600136,6953774,4.0
634113,6947692,4.0
638006,6947283,4.0
639835,6946190,4.0
639999,6946007,4.0
662034,6912629,4.0
244299,6712457,4.0
244334,6712460,4.0
248251,6715149,4.0
250078,6716007,4.0
276124,6726146,4.0
289654,6735458,4.0
310290,6745428,4.0
315658,6748174,4.0
334109,6747280,4.0
346894,6750572,4.0
352352,6754415,4.0
359951,6760566,4.0
360580,6760834,4.0
380394,6774693,4.0
317046,6823651,4.0
315899,6823497,4.0
302201,6823975,4.0
302033,6823997,4.0
301468,6824109,4.0
298045,6824412,4.0
297686,6824383,4.0
293199,6824855,4.0
280490,6825975,4.0
277905,6825550,4.0
263753,6823810,4.0
252810,6823707,4.0
246433,6824591,4.0
242006,6823982,4.0
241625,6823922,4.0
236933,6823711,4.0
235827,6823794,4.0
234136,6824200,4.0
209679,6789014,4.0
215034,6786905,4.0
216243,6786714,4.0
222539,6784566,4.0
227013,6786360,4.0
243549,6788701,4.0
253012,6790010,4.0
253375,6789993,4.0
257920,6790267,4.0
267735,6789930,4.0
269121,6794146,4.0
290013,6808388,4.0
295448,6811378,4.0
299316,6812719,4.0
300865,6813298,4.0
301706,6813617,4.0
309862,6816861,4.0
310290,6817304,4.0
311011,6817752,4.0
322523,6822911,4.0
323629,6823614,4.0
323859,6824054,4.0
325389,6823437,4.0
325681,6823244,4.0
326619,6823088,4.0
329873,6822888,4.0
330344,6822938,4.0
330940,6823098,4.0
331079,6823126,4.0
332838,6822902,4.0
340358,6818427,4.0
354838,6802617,4.0
354637,6801176,4.0
357836,6796176,4.0
383307,6777882,4.0
395332,6768713,4.0
415071,6761909,4.0
416963,6761732,4.0
418945,6762061,4.0
422225,6762312,4.0
423124,6761960,4.0
424350,6761378,4.0
425720,6761472,4.0
425922,6761413,4.0
426440,6761246,4.0
428109,6760974,4.0
428174,6760954,4.0
429761,6760468,4.0
430662,6760293,4.0
441914,6755524,4.0
454213,6754188,4.0
463170,6751751,4.0
476643,6747920,4.0
478136,6748583,4.0
311148,7083518,4.0
329768,7054779,4.0
375860,7001647,4.0
377352,6992108,4.0
417629,6950687,4.0
422174,6948139,4.0
428495,6940555,4.0
461199,6894937,4.0
462774,6893479,4.0
466269,6890385,4.0
490504,6869494,4.0
493063,6867447,4.0
493827,6866776,4.0
497172,6862600,4.0
513099,6824053,4.0
513692,6813938,4.0
540741,6780854,4.0
554812,6768851,4.0
544847,6862919,4.0
600832,6861204,4.0
498470,6717334,4.0
498331,6717538,4.0
493681,6725236,4.0
489689,6739550,4.0
489130,6754870,4.0
489207,6754980,4.0
502418,6769329,4.0
513680,6812466,4.0
276506,6989226,4.0
312334,6990463,4.0
320154,6991272,4.0
329821,6991776,4.0
348674,6992816,4.0
248580,6993768,4.0
255273,6995642,4.0
279923,6979985,4.0
280534,6979559,4.0
289201,6970413,4.0
291013,6968664,4.0
292501,6967915,4.0
292583,6967874,4.0
302121,6957709,4.0
307718,6953206,4.0
315121,6944828,4.0
433296,6899301,4.0
281197,6942953,4.0
292054,6972470,4.0
299700,6987334,4.0
297975,7001044,4.0
295758,7004469,4.0
289744,7008418,4.0
285534,7032209,4.0
428670,7212391,4.0
429247,7212253,4.0
429248,7212252,4.0
429847,7212313,4.0
436606,7216894,4.0
442200,7223130,4.0
449236,7225542,4.0
449691,7225751,4.0
469735,7232124,4.0
498801,7247114,4.0
541936,7263603,4.0
576427,7293316,4.0
362879,7332549,4.0
371401,7436356,4.0
370532,7442556,4.0
369711,7445454,4.0
366240,7458693,4.0
363054,7478503,4.0
344955,7565825,4.0
308390,7604428,4.0
257011,7658020,4.0
435602,7205012,4.0
436318,7204321,4.0
451052,7188298,4.0
471420,7183552,4.0
510984,7156616,4.0
537861,7142264,4.0
547870,7140639,4.0
232705,6845073,4.0
235250,6849324,4.0
242200,6856111,4.0
283811,6876742,4.0
295206,6890506,4.0
321111,6907715,4.0
325724,6906900,4.0
334905,6905706,4.0
335866,6905630,4.0
358993,6907450,4.0
380980,6904798,4.0
483870,6912673,4.0
504605,6905635,4.0
575699,6933501,4.0
594457,6934081,4.0
601311,6935051,4.0
610669,6939391,4.0
428687,6764936,4.0
402799,6809461,4.0
408078,6844851,4.0
404469,6855869,4.0
403993,6858471,4.0
276236,6641363,4.0
280544,6643290,4.0
282889,6644240,4.0
286255,6645529,4.0
293416,6648822,4.0
293825,6649124,4.0
294551,6649467,4.0
306070,6656786,4.0
312611,6661443,4.0
316845,6664245,4.0
332185,6674724,4.0
332212,6674738,4.0
332586,6674913,4.0
334202,6676523,4.0
334793,6677822,4.0
334873,6677944,4.0
335026,6678185,4.0
335362,6679981,4.0
340522,6685924,4.0
356732,6696182,4.0
363411,6704063,4.0
369400,6709887,4.0
372321,6712562,4.0
381337,6718263,4.0
382584,6719733,4.0
389142,6721999,4.0
394382,6721758,4.0
399370,6722530,4.0
399399,6722533,4.0
512990,6723312,4.0
519583,6738801,4.0
352264,7126431,4.0
362450,7121006,4.0
393307,7096083,4.0
401079,7089942,4.0
413549,7077159,4.0
482737,7059260,4.0
483969,7058117,4.0
502092,7052848,4.0
320436,7087127,4.0
326362,7087041,4.0
330876,7087103,4.0
347014,7089711,4.0
347808,7089789,4.0
349159,7089911,4.0
349381,7089929,4.0
385189,7084888,4.0
401604,7093276,4.0
422014,7093673,4.0
425319,7094469,4.0
448557,7097506,4.0
457212,7100938,4.0
503225,7109679,4.0
504484,7109571,4.0
375816,7304497,4.0
228405,6714457,4.0
229466,6713938,4.0
233835,6714185,4.0
233842,6714210,4.0
233895,6714242,4.0
234653,6715267,4.0
234894,6715434,4.0
235223,6715619,4.0
235235,6715624,4.0
235786,6715717,4.0
243908,6713756,4.0
251035,6709695,4.0
252318,6709100,4.0
256741,6731606,4.0
263286,6751076,4.0
266511,6756250,4.0
266669,6756965,4.0
266400,6766067,4.0
265902,6778467,4.0
266026,6781097,4.0
197387,6753768,4.0
197878,6753697,4.0
197911,6753694,4.0
202741,6754859,4.0
212889,6761001,4.0
216942,6763726,4.0
218701,6765777,4.0
218902,6766041,4.0
226745,6771499,4.0
230896,6773981,4.0
236580,6802678,4.0
274830,6805037,4.0
265853,6837057,4.0
264807,6846240,4.0
263997,6850621,4.0
249749,6878036,4.0
250218,6880980,4.0
252050,6892051,4.0
252431,6927939,4.0
386174,6678197,4.0
386756,6681712,4.0
388891,6686538,4.0
390689,6694589,4.0
391117,6696338,4.0
469331,6772136,4.0
363164,6669823,4.0
373339,6681479,4.0
379905,6685043,4.0
382639,6686476,4.0
383747,6686485,4.0
385757,6686251,4.0
386932,6686040,4.0
387365,6685913,4.0
388312,6685196,4.0
389400,6685084,4.0
393229,6683986,4.0
393912,6683685,4.0
393955,6683653,4.0
394223,6683485,4.0
396260,6681554,4.0
383952,6671783,4.0
382240,6671610,4.0
381962,6671496,4.0
374569,6671845,4.0
357095,6667134,4.0
356020,6666991,4.0
355845,6666965,4.0
349081,6665300,4.0
343066,6663900,4.0
339893,6663063,4.0
336676,6661781,4.0
333427,6661493,4.0
332857,6661244,4.0
329545,6660982,4.0
327217,6662068,4.0
295780,6662499,4.0
293487,6664453,4.0
292188,6665609,4.0
289994,6667790,4.0
284922,6679364,4.0
285180,6690354,4.0
293974,6709446,4.0
297282,6713888,4.0
297860,6714478,4.0
304232,6720655,4.0
309312,6727883,4.0
308084,6729894,4.0
306022,6733874,4.0
305733,6734962,4.0
354684,6737678,4.0
364630,6734943,4.0
374225,6736323,4.0
377656,6737849,4.0
378140,6738396,4.0
378984,6739321,4.0
380372,6739277,4.0
387941,6741070,4.0
391893,6741520,4.0
398904,6747091,4.0
403330,6748097,4.0
423307,6695939,4.0
421647,6700988,4.0
421920,6701381,4.0
421975,6701447,4.0
422051,6702720,4.0
420691,6706762,4.0
420609,6707335,4.0
404239,6859695,4.0
359715,6770089,4.0
360706,6782582,4.0
349023,6821161,4.0
359977,6841492,4.0
365261,6854783,4.0
366386,6856526,4.0
368837,6861832,4.0
378235,6877824,4.0
381141,6884717,4.0
382812,6913937,4.0
384723,6919917,4.0
389561,6973907,4.0
400247,7000636,4.0
402301,7001077,4.0
396680,7029656,4.0
382432,7048150,4.0
407481,7057520,4.0
518779,6834632,4.0
552676,6825961,4.0
573810,6815303,4.0
598882,6795792,4.0
599783,6794958,4.0
300986,7002203,4.0
315306,7028816,4.0
325851,7030986,4.0
359053,7069671,4.0
323215,6824316,4.0
322464,6824702,4.0
321636,6825608,4.0
321027,6826584,4.0
319785,6828004,4.0
319326,6828723,4.0
318447,6829233,4.0
318000,6829770,4.0
317611,6847506,4.0
325854,6870710,4.0
325516,6882599,4.0
348400,6866634,4.0
337459,6895348,4.0
336449,6897581,4.0
326765,6915659,4.0
326130,6945558,4.0
326112,6945909,4.0
326202,6946898,4.0
322758,6967760,4.0
316769,6979048,4.0
305494,6985354,4.0
209005,6931293,4.0
219121,6935713,4.0
229049,6939637,4.0
282883,6969524,4.0
287285,6969679,4.0
341377,7004036,4.0
322546,7031372,4.0
308637,7053673,4.0
298833,7062366,4.0
289247,7068128,4.0
433173,6932698,4.0
443663,6935227,4.0
453177,6938768,4.0
453268,6938828,4.0
517242,6841340,4.0
517243,6841346,4.0
517341,6841627,4.0
516719,6847707,4.0
511125,6880801,4.0
505926,6915431,4.0
648298,6957419,4.0
660515,6968141,4.0
658329,6993742,4.0
657551,7014508,4.0
617672,7044506,4.0
607901,7048110,4.0
654952,6944850,4.0
656114,6944662,4.0
668954,6941972,4.0
687334,6942884,4.0
544401,7001993,4.0
562787,7008311,4.0
596423,7046862,4.0
573104,7109395,4.0
580285,7106559,4.0
621806,7112672,4.0
382760,6989938,4.0
426685,6991897,4.0
476556,7008967,4.0
482790,7008141,4.0
488220,7008468,4.0
507823,7010685,4.0
527466,6995520,4.0
499544,7251176,4.0
453466,7353873,4.0
444665,7375533,4.0
444247,7376427,4.0
430360,7408563,4.0
421651,7432843,4.0
409353,7473485,4.0
383423,7489679,4.0
447487,7378279,4.0
451867,7376945,4.0
553166,7332547,4.0
486238,7396112,4.0
547804,7399278,4.0
385772,7113398,4.0
391788,7117954,4.0
392433,7119532,4.0
392861,7120085,4.0
404001,7139135,4.0
541037,7055177,4.0
567049,7046147,4.0
444653,7127232,4.0
499792,7065845,4.0
506106,7057215,4.0
566092,7143848,4.0
479090,7694079,4.0
360047,7591670,4.0
351021,7601238,4.0
385120,6676276,4.0
378521,6674158,4.0
378516,6675658,4.0
378629,6675775,4.0
379988,6678870,4.0
381218,6679240,4.0
381714,6679454,4.0
382093,6679441,4.0
382235,6679434,4.0
382467,6679440,4.0
382814,6679405,4.0
383342,6679406,4.0
383396,6679411,4.0
383517,6679410,4.0
383673,6679466,4.0
383807,6679517,4.0
384520,6679835,4.0
384551,6679859,4.0
384921,6679967,4.0
385278,6680060,4.0
385477,6680102,4.0
385653,6680135,4.0
385657,6680135,4.0
385798,6680136,4.0
386006,6680166,4.0
388714,6680076,4.0
389457,6679959,4.0
